GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q6NNL3	GLV4	GO:0005615	extracellular space	C
UniProtKB	Q6NNL3	GLV4	GO:0010082	regulation of root meristem growth	P
UniProtKB	Q6NNL3	GLV4	GO:0009786	regulation of asymmetric cell division	P
UniProtKB	Q6NNL3	GLV4	GO:2000067	regulation of root morphogenesis	P
UniProtKB	Q6NNL3	GLV4	GO:2000023	regulation of lateral root development	P
UniProtKB	Q6NNL3	GLV4	GO:0008083	growth factor activity	F
UniProtKB	Q6NNL3	GLV4	GO:0030154	cell differentiation	P
UniProtKB	Q6NNL3	GLV4	GO:0005576	extracellular region	C
UniProtKB	Q6NNL3	GLV4	GO:0005576	extracellular region	C
UniProtKB	Q6NNL3	GLV4	GO:0007165	signal transduction	P
UniProtKB	Q6NNL3	GLV4	GO:0007165	signal transduction	P
UniProtKB	Q6NNL3	GLV4	GO:0008083	growth factor activity	F
UniProtKB	Q6NNL3	GLV4	GO:0030154	cell differentiation	P
UniProtKB	Q6NNL3	GLV4	GO:0008284	positive regulation of cell population proliferation	P
