GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9MAX3	SULTR1;2	GO:0015301	anion:anion antiporter activity	F
UniProtKB	Q9MAX3	SULTR1;2	GO:0005887	integral component of plasma membrane	C
UniProtKB	Q9MAX3	SULTR1;2	GO:0008271	secondary active sulfate transmembrane transporter activity	F
UniProtKB	Q9MAX3	SULTR1;2	GO:0005886	plasma membrane	C
UniProtKB	Q9MAX3	SULTR1;2	GO:0008272	sulfate transport	P
UniProtKB	Q9MAX3	SULTR1;2	GO:0016020	membrane	C
UniProtKB	Q9MAX3	SULTR1;2	GO:0016021	integral component of membrane	C
UniProtKB	Q9MAX3	SULTR1;2	GO:0015116	sulfate transmembrane transporter activity	F
UniProtKB	Q9MAX3	SULTR1;2	GO:0055085	transmembrane transport	P
UniProtKB	Q9MAX3	SULTR1;2	GO:0015293	symporter activity	F
UniProtKB	Q9MAX3	SULTR1;2	GO:0005886	plasma membrane	C
UniProtKB	Q9MAX3	SULTR1;2	GO:0016020	membrane	C
UniProtKB	Q9MAX3	SULTR1;2	GO:0008272	sulfate transport	P
UniProtKB	Q9MAX3	SULTR1;2	GO:0016021	integral component of membrane	C
UniProtKB	Q9MAX3	SULTR1;2	GO:0005886	plasma membrane	C
UniProtKB	Q9MAX3	SULTR1;2	GO:0009970	cellular response to sulfate starvation	P
UniProtKB	Q9MAX3	SULTR1;2	GO:0005515	protein binding	F
UniProtKB	Q9MAX3	SULTR1;2	GO:0005886	plasma membrane	C
UniProtKB	Q9MAX3	SULTR1;2	GO:0098656	anion transmembrane transport	P
UniProtKB	Q9MAX3	SULTR1;2	GO:1902358	sulfate transmembrane transport	P
UniProtKB	Q9MAX3	SULTR1;2	GO:1902358	sulfate transmembrane transport	P
