GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9ZSA4	CPK27	GO:0035556	intracellular signal transduction	P
UniProtKB	Q9ZSA4	CPK27	GO:0009931	calcium-dependent protein serine/threonine kinase activity	F
UniProtKB	Q9ZSA4	CPK27	GO:0046777	protein autophosphorylation	P
UniProtKB	Q9ZSA4	CPK27	GO:0004683	calmodulin-dependent protein kinase activity	F
UniProtKB	Q9ZSA4	CPK27	GO:0005737	cytoplasm	C
UniProtKB	Q9ZSA4	CPK27	GO:0005634	nucleus	C
UniProtKB	Q9ZSA4	CPK27	GO:0018105	peptidyl-serine phosphorylation	P
UniProtKB	Q9ZSA4	CPK27	GO:0005516	calmodulin binding	F
UniProtKB	Q9ZSA4	CPK27	GO:0005509	calcium ion binding	F
UniProtKB	Q9ZSA4	CPK27	GO:0005524	ATP binding	F
UniProtKB	Q9ZSA4	CPK27	GO:0004672	protein kinase activity	F
UniProtKB	Q9ZSA4	CPK27	GO:0006468	protein phosphorylation	P
UniProtKB	Q9ZSA4	CPK27	GO:0016301	kinase activity	F
UniProtKB	Q9ZSA4	CPK27	GO:0005524	ATP binding	F
UniProtKB	Q9ZSA4	CPK27	GO:0016310	phosphorylation	P
UniProtKB	Q9ZSA4	CPK27	GO:0004674	protein serine/threonine kinase activity	F
UniProtKB	Q9ZSA4	CPK27	GO:0016740	transferase activity	F
UniProtKB	Q9ZSA4	CPK27	GO:0000166	nucleotide binding	F
UniProtKB	Q9ZSA4	CPK27	GO:0046872	metal ion binding	F
UniProtKB	Q9ZSA4	CPK27	GO:0016020	membrane	C
UniProtKB	Q9ZSA4	CPK27	GO:0106310	protein serine kinase activity	F
UniProtKB	Q9ZSA4	CPK27	GO:0106311	protein threonine kinase activity	F
UniProtKB	Q9ZSA4	CPK27	GO:0005829	cytosol	C
UniProtKB	Q9ZSA4	CPK27	GO:0005886	plasma membrane	C
UniProtKB	Q9ZSA4	CPK27	GO:0016020	membrane	C
UniProtKB	Q9ZSA4	CPK27	GO:0106310	protein serine kinase activity	F
UniProtKB	Q9ZSA4	CPK27	GO:0106311	protein threonine kinase activity	F
