GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	F4K470	DIN10	GO:0003824	catalytic activity	F
UniProtKB	F4K470	DIN10	GO:0005975	carbohydrate metabolic process	P
UniProtKB	F4K470	DIN10	GO:0047274	galactinol-sucrose galactosyltransferase activity	F
UniProtKB	F4K470	DIN10	GO:0009409	response to cold	P
UniProtKB	F4K470	DIN10	GO:0006979	response to oxidative stress	P
UniProtKB	F4K470	DIN10	GO:0009506	plasmodesma	C
UniProtKB	F4K470	DIN10	GO:0005829	cytosol	C
UniProtKB	F4K470	DIN10	GO:0003729	mRNA binding	F
UniProtKB	F4K470	DIN10	GO:0009507	chloroplast	C
UniProtKB	F4K470	DIN10	GO:0009507	chloroplast	C
UniProtKB	F4K470	DIN10	GO:0080167	response to karrikin	P
UniProtKB	F4K470	DIN10	GO:0071456	cellular response to hypoxia	P
UniProtKB	F4K470	DIN10	GO:0047274	galactinol-sucrose galactosyltransferase activity	F
