GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	O81030	GULLO5	GO:0016491	oxidoreductase activity	F
UniProtKB	O81030	GULLO5	GO:0016491	oxidoreductase activity	F
UniProtKB	O81030	GULLO5	GO:0003885	D-arabinono-1,4-lactone oxidase activity	F
UniProtKB	O81030	GULLO5	GO:0016020	membrane	C
UniProtKB	O81030	GULLO5	GO:0071949	FAD binding	F
UniProtKB	O81030	GULLO5	GO:0050660	flavin adenine dinucleotide binding	F
UniProtKB	O81030	GULLO5	GO:0019853	L-ascorbic acid biosynthetic process	P
UniProtKB	O81030	GULLO5	GO:0016491	oxidoreductase activity	F
UniProtKB	O81030	GULLO5	GO:0050105	L-gulonolactone oxidase activity	F
UniProtKB	O81030	GULLO5	GO:0019853	L-ascorbic acid biosynthetic process	P
UniProtKB	O81030	GULLO5	GO:0005618	cell wall	C
UniProtKB	O81030	GULLO5	GO:0050105	L-gulonolactone oxidase activity	F
UniProtKB	O81030	GULLO5	GO:0050105	L-gulonolactone oxidase activity	F
UniProtKB	O81030	GULLO5	GO:0019853	L-ascorbic acid biosynthetic process	P
