GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q8LGA5	ATL31	GO:0006952	defense response	P
UniProtKB	Q8LGA5	ATL31	GO:0016740	transferase activity	F
UniProtKB	Q8LGA5	ATL31	GO:0046872	metal ion binding	F
UniProtKB	Q8LGA5	ATL31	GO:0016020	membrane	C
UniProtKB	Q8LGA5	ATL31	GO:0016021	integral component of membrane	C
UniProtKB	Q8LGA5	ATL31	GO:0010200	response to chitin	P
UniProtKB	Q8LGA5	ATL31	GO:0004842	ubiquitin-protein transferase activity	F
UniProtKB	Q8LGA5	ATL31	GO:0016020	membrane	C
UniProtKB	Q8LGA5	ATL31	GO:0098542	defense response to other organism	P
UniProtKB	Q8LGA5	ATL31	GO:0009737	response to abscisic acid	P
UniProtKB	Q8LGA5	ATL31	GO:0043562	cellular response to nitrogen levels	P
UniProtKB	Q8LGA5	ATL31	GO:0042742	defense response to bacterium	P
UniProtKB	Q8LGA5	ATL31	GO:0071456	cellular response to hypoxia	P
UniProtKB	Q8LGA5	ATL31	GO:0016020	membrane	C
UniProtKB	Q8LGA5	ATL31	GO:0016567	protein ubiquitination	P
UniProtKB	Q8LGA5	ATL31	GO:0009737	response to abscisic acid	P
