GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	O81067	At2g28970	GO:0005524	ATP binding	F
UniProtKB	O81067	At2g28970	GO:0004672	protein kinase activity	F
UniProtKB	O81067	At2g28970	GO:0006468	protein phosphorylation	P
UniProtKB	O81067	At2g28970	GO:0016301	kinase activity	F
UniProtKB	O81067	At2g28970	GO:0005524	ATP binding	F
UniProtKB	O81067	At2g28970	GO:0016310	phosphorylation	P
UniProtKB	O81067	At2g28970	GO:0016740	transferase activity	F
UniProtKB	O81067	At2g28970	GO:0000166	nucleotide binding	F
UniProtKB	O81067	At2g28970	GO:0016020	membrane	C
UniProtKB	O81067	At2g28970	GO:0016021	integral component of membrane	C
UniProtKB	O81067	At2g28970	GO:0005524	ATP binding	F
UniProtKB	O81067	At2g28970	GO:0000166	nucleotide binding	F
