GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9C508	PUP18	GO:0015211	purine nucleoside transmembrane transporter activity	F
UniProtKB	Q9C508	PUP18	GO:0016021	integral component of membrane	C
UniProtKB	Q9C508	PUP18	GO:0016020	membrane	C
UniProtKB	Q9C508	PUP18	GO:0016021	integral component of membrane	C
UniProtKB	Q9C508	PUP18	GO:0005345	purine nucleobase transmembrane transporter activity	F
UniProtKB	Q9C508	PUP18	GO:0006863	purine nucleobase transport	P
UniProtKB	Q9C508	PUP18	GO:0005886	plasma membrane	C
UniProtKB	Q9C508	PUP18	GO:0005886	plasma membrane	C
UniProtKB	Q9C508	PUP18	GO:0016020	membrane	C
UniProtKB	Q9C508	PUP18	GO:0016020	membrane	C
UniProtKB	Q9C508	PUP18	GO:0015860	purine nucleoside transmembrane transport	P
UniProtKB	Q9C508	PUP18	GO:1904823	purine nucleobase transmembrane transport	P
