GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9S7Z2	AFP4	GO:0005634	nucleus	C
UniProtKB	Q9S7Z2	AFP4	GO:0009737	response to abscisic acid	P
UniProtKB	Q9S7Z2	AFP4	GO:0045892	negative regulation of transcription, DNA-templated	P
UniProtKB	Q9S7Z2	AFP4	GO:0007165	signal transduction	P
UniProtKB	Q9S7Z2	AFP4	GO:0005634	nucleus	C
UniProtKB	Q9S7Z2	AFP4	GO:0010581	regulation of starch biosynthetic process	P
UniProtKB	Q9S7Z2	AFP4	GO:0005634	nucleus	C
UniProtKB	Q9S7Z2	AFP4	GO:0009788	negative regulation of abscisic acid-activated signaling pathway	P
UniProtKB	Q9S7Z2	AFP4	GO:0009737	response to abscisic acid	P
UniProtKB	Q9S7Z2	AFP4	GO:0009651	response to salt stress	P
UniProtKB	Q9S7Z2	AFP4	GO:0005515	protein binding	F
UniProtKB	Q9S7Z2	AFP4	GO:0005515	protein binding	F
UniProtKB	Q9S7Z2	AFP4	GO:0005515	protein binding	F
UniProtKB	Q9S7Z2	AFP4	GO:0005515	protein binding	F
UniProtKB	Q9S7Z2	AFP4	GO:0005515	protein binding	F
UniProtKB	Q9S7Z2	AFP4	GO:0005515	protein binding	F
UniProtKB	Q9S7Z2	AFP4	GO:0005634	nucleus	C
