GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9FIF5	SAG113	GO:0005829	cytosol	C
UniProtKB	Q9FIF5	SAG113	GO:0005634	nucleus	C
UniProtKB	Q9FIF5	SAG113	GO:0016791	phosphatase activity	F
UniProtKB	Q9FIF5	SAG113	GO:0005634	nucleus	C
UniProtKB	Q9FIF5	SAG113	GO:0004721	phosphoprotein phosphatase activity	F
UniProtKB	Q9FIF5	SAG113	GO:0016787	hydrolase activity	F
UniProtKB	Q9FIF5	SAG113	GO:0046872	metal ion binding	F
UniProtKB	Q9FIF5	SAG113	GO:0005794	Golgi apparatus	C
UniProtKB	Q9FIF5	SAG113	GO:0004722	protein serine/threonine phosphatase activity	F
UniProtKB	Q9FIF5	SAG113	GO:0106306	protein serine phosphatase activity	F
UniProtKB	Q9FIF5	SAG113	GO:0106307	protein threonine phosphatase activity	F
UniProtKB	Q9FIF5	SAG113	GO:0010150	leaf senescence	P
UniProtKB	Q9FIF5	SAG113	GO:0009414	response to water deprivation	P
UniProtKB	Q9FIF5	SAG113	GO:0005634	nucleus	C
UniProtKB	Q9FIF5	SAG113	GO:0005634	nucleus	C
UniProtKB	Q9FIF5	SAG113	GO:0005829	cytosol	C
UniProtKB	Q9FIF5	SAG113	GO:0004722	protein serine/threonine phosphatase activity	F
UniProtKB	Q9FIF5	SAG113	GO:0005794	Golgi apparatus	C
UniProtKB	Q9FIF5	SAG113	GO:0033106	cis-Golgi network membrane	C
UniProtKB	Q9FIF5	SAG113	GO:0010118	stomatal movement	P
UniProtKB	Q9FIF5	SAG113	GO:0009788	negative regulation of abscisic acid-activated signaling pathway	P
UniProtKB	Q9FIF5	SAG113	GO:0009737	response to abscisic acid	P
UniProtKB	Q9FIF5	SAG113	GO:0009658	chloroplast organization	P
UniProtKB	Q9FIF5	SAG113	GO:0005515	protein binding	F
UniProtKB	Q9FIF5	SAG113	GO:0005515	protein binding	F
UniProtKB	Q9FIF5	SAG113	GO:0005515	protein binding	F
UniProtKB	Q9FIF5	SAG113	GO:0005515	protein binding	F
UniProtKB	Q9FIF5	SAG113	GO:0005515	protein binding	F
UniProtKB	Q9FIF5	SAG113	GO:0005515	protein binding	F
UniProtKB	Q9FIF5	SAG113	GO:0005515	protein binding	F
UniProtKB	Q9FIF5	SAG113	GO:0005634	nucleus	C
UniProtKB	Q9FIF5	SAG113	GO:0005794	Golgi apparatus	C
UniProtKB	Q9FIF5	SAG113	GO:0106306	protein serine phosphatase activity	F
UniProtKB	Q9FIF5	SAG113	GO:0106307	protein threonine phosphatase activity	F
UniProtKB	Q9FIF5	SAG113	GO:0006470	protein dephosphorylation	P
UniProtKB	Q9FIF5	SAG113	GO:0006470	protein dephosphorylation	P
UniProtKB	Q9FIF5	SAG113	GO:0006470	protein dephosphorylation	P
UniProtKB	Q9FIF5	SAG113	GO:0006470	protein dephosphorylation	P
UniProtKB	Q9FIF5	SAG113	GO:0006470	protein dephosphorylation	P
UniProtKB	Q9FIF5	SAG113	GO:0016311	dephosphorylation	P
