GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	F4IDA7	ERF73	GO:0003677	DNA binding	F
UniProtKB	F4IDA7	ERF73	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	F4IDA7	ERF73	GO:0006355	regulation of transcription, DNA-templated	P
UniProtKB	F4IDA7	ERF73	GO:0005634	nucleus	C
UniProtKB	F4IDA7	ERF73	GO:0003677	DNA binding	F
UniProtKB	F4IDA7	ERF73	GO:0034059	response to anoxia	P
UniProtKB	F4IDA7	ERF73	GO:0005634	nucleus	C
UniProtKB	F4IDA7	ERF73	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	F4IDA7	ERF73	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	F4IDA7	ERF73	GO:0000976	transcription regulatory region sequence-specific DNA binding	F
UniProtKB	F4IDA7	ERF73	GO:0000976	transcription regulatory region sequence-specific DNA binding	F
UniProtKB	F4IDA7	ERF73	GO:0001666	response to hypoxia	P
UniProtKB	F4IDA7	ERF73	GO:0006355	regulation of transcription, DNA-templated	P
UniProtKB	F4IDA7	ERF73	GO:0009873	ethylene-activated signaling pathway	P
UniProtKB	F4IDA7	ERF73	GO:0009873	ethylene-activated signaling pathway	P
UniProtKB	F4IDA7	ERF73	GO:0009723	response to ethylene	P
UniProtKB	F4IDA7	ERF73	GO:0071456	cellular response to hypoxia	P
UniProtKB	F4IDA7	ERF73	GO:0071369	cellular response to ethylene stimulus	P
UniProtKB	F4IDA7	ERF73	GO:0005634	nucleus	C
