GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9SVC6	PUB22	GO:0005515	protein binding	F
UniProtKB	Q9SVC6	PUB22	GO:0004842	ubiquitin-protein transferase activity	F
UniProtKB	Q9SVC6	PUB22	GO:0004842	ubiquitin-protein transferase activity	F
UniProtKB	Q9SVC6	PUB22	GO:0016567	protein ubiquitination	P
UniProtKB	Q9SVC6	PUB22	GO:0004842	ubiquitin-protein transferase activity	F
UniProtKB	Q9SVC6	PUB22	GO:0005737	cytoplasm	C
UniProtKB	Q9SVC6	PUB22	GO:0006952	defense response	P
UniProtKB	Q9SVC6	PUB22	GO:0016740	transferase activity	F
UniProtKB	Q9SVC6	PUB22	GO:0051865	protein autoubiquitination	P
UniProtKB	Q9SVC6	PUB22	GO:0010200	response to chitin	P
UniProtKB	Q9SVC6	PUB22	GO:0009414	response to water deprivation	P
UniProtKB	Q9SVC6	PUB22	GO:0002679	respiratory burst involved in defense response	P
UniProtKB	Q9SVC6	PUB22	GO:0006952	defense response	P
UniProtKB	Q9SVC6	PUB22	GO:0005829	cytosol	C
UniProtKB	Q9SVC6	PUB22	GO:0016567	protein ubiquitination	P
UniProtKB	Q9SVC6	PUB22	GO:0005737	cytoplasm	C
UniProtKB	Q9SVC6	PUB22	GO:0016567	protein ubiquitination	P
