GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q42534	PME2	GO:0030599	pectinesterase activity	F
UniProtKB	Q42534	PME2	GO:0046910	pectinesterase inhibitor activity	F
UniProtKB	Q42534	PME2	GO:0030599	pectinesterase activity	F
UniProtKB	Q42534	PME2	GO:0004857	enzyme inhibitor activity	F
UniProtKB	Q42534	PME2	GO:0042545	cell wall modification	P
UniProtKB	Q42534	PME2	GO:0005576	extracellular region	C
UniProtKB	Q42534	PME2	GO:0016787	hydrolase activity	F
UniProtKB	Q42534	PME2	GO:0045330	aspartyl esterase activity	F
UniProtKB	Q42534	PME2	GO:0071555	cell wall organization	P
UniProtKB	Q42534	PME2	GO:0005618	cell wall	C
UniProtKB	Q42534	PME2	GO:0030599	pectinesterase activity	F
UniProtKB	Q42534	PME2	GO:0005576	extracellular region	C
UniProtKB	Q42534	PME2	GO:0030599	pectinesterase activity	F
UniProtKB	Q42534	PME2	GO:0009505	plant-type cell wall	C
UniProtKB	Q42534	PME2	GO:1990110	callus formation	P
UniProtKB	Q42534	PME2	GO:0005618	cell wall	C
UniProtKB	Q42534	PME2	GO:0030599	pectinesterase activity	F
UniProtKB	Q42534	PME2	GO:0043086	negative regulation of catalytic activity	P
UniProtKB	Q42534	PME2	GO:0043086	negative regulation of catalytic activity	P
UniProtKB	Q42534	PME2	GO:0045490	pectin catabolic process	P
