GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9SR59	MDAR3	GO:0016491	oxidoreductase activity	F
UniProtKB	Q9SR59	MDAR3	GO:0050660	flavin adenine dinucleotide binding	F
UniProtKB	Q9SR59	MDAR3	GO:0005737	cytoplasm	C
UniProtKB	Q9SR59	MDAR3	GO:0016491	oxidoreductase activity	F
UniProtKB	Q9SR59	MDAR3	GO:0016656	monodehydroascorbate reductase (NADH) activity	F
UniProtKB	Q9SR59	MDAR3	GO:0009414	response to water deprivation	P
UniProtKB	Q9SR59	MDAR3	GO:0005829	cytosol	C
UniProtKB	Q9SR59	MDAR3	GO:0005829	cytosol	C
UniProtKB	Q9SR59	MDAR3	GO:0005829	cytosol	C
UniProtKB	Q9SR59	MDAR3	GO:0016656	monodehydroascorbate reductase (NADH) activity	F
UniProtKB	Q9SR59	MDAR3	GO:0009753	response to jasmonic acid	P
UniProtKB	Q9SR59	MDAR3	GO:0043903	regulation of biological process involved in symbiotic interaction	P
UniProtKB	Q9SR59	MDAR3	GO:0009610	response to symbiotic fungus	P
UniProtKB	Q9SR59	MDAR3	GO:0005737	cytoplasm	C
UniProtKB	Q9SR59	MDAR3	GO:0016656	monodehydroascorbate reductase (NADH) activity	F
