GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9SS43	MUCI21	GO:0016757	transferase activity, transferring glycosyl groups	F
UniProtKB	Q9SS43	MUCI21	GO:0016757	transferase activity, transferring glycosyl groups	F
UniProtKB	Q9SS43	MUCI21	GO:0016740	transferase activity	F
UniProtKB	Q9SS43	MUCI21	GO:0016757	transferase activity, transferring glycosyl groups	F
UniProtKB	Q9SS43	MUCI21	GO:0071555	cell wall organization	P
UniProtKB	Q9SS43	MUCI21	GO:0016020	membrane	C
UniProtKB	Q9SS43	MUCI21	GO:0005794	Golgi apparatus	C
UniProtKB	Q9SS43	MUCI21	GO:0016021	integral component of membrane	C
UniProtKB	Q9SS43	MUCI21	GO:0048354	mucilage biosynthetic process involved in seed coat development	P
UniProtKB	Q9SS43	MUCI21	GO:0010192	mucilage biosynthetic process	P
UniProtKB	Q9SS43	MUCI21	GO:0005575	cellular_component	C
UniProtKB	Q9SS43	MUCI21	GO:0047517	1,4-beta-D-xylan synthase activity	F
UniProtKB	Q9SS43	MUCI21	GO:0005794	Golgi apparatus	C
UniProtKB	Q9SS43	MUCI21	GO:0000139	Golgi membrane	C
