GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9LS00	HHO1	GO:0016036	cellular response to phosphate starvation	P
UniProtKB	Q9LS00	HHO1	GO:0090548	response to nitrate starvation	P
UniProtKB	Q9LS00	HHO1	GO:0003677	DNA binding	F
UniProtKB	Q9LS00	HHO1	GO:0005634	nucleus	C
UniProtKB	Q9LS00	HHO1	GO:0003677	DNA binding	F
UniProtKB	Q9LS00	HHO1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9LS00	HHO1	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9LS00	HHO1	GO:0006355	regulation of transcription, DNA-templated	P
UniProtKB	Q9LS00	HHO1	GO:0005515	protein binding	F
UniProtKB	Q9LS00	HHO1	GO:0005515	protein binding	F
UniProtKB	Q9LS00	HHO1	GO:0005515	protein binding	F
UniProtKB	Q9LS00	HHO1	GO:0005515	protein binding	F
UniProtKB	Q9LS00	HHO1	GO:0005515	protein binding	F
UniProtKB	Q9LS00	HHO1	GO:0005515	protein binding	F
UniProtKB	Q9LS00	HHO1	GO:0005515	protein binding	F
UniProtKB	Q9LS00	HHO1	GO:0005634	nucleus	C
