GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9LRR7	NCED3	GO:0016121	carotene catabolic process	P
UniProtKB	Q9LRR7	NCED3	GO:0009570	chloroplast stroma	C
UniProtKB	Q9LRR7	NCED3	GO:0010436	carotenoid dioxygenase activity	F
UniProtKB	Q9LRR7	NCED3	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	F
UniProtKB	Q9LRR7	NCED3	GO:0009688	abscisic acid biosynthetic process	P
UniProtKB	Q9LRR7	NCED3	GO:0016491	oxidoreductase activity	F
UniProtKB	Q9LRR7	NCED3	GO:0046872	metal ion binding	F
UniProtKB	Q9LRR7	NCED3	GO:0051213	dioxygenase activity	F
UniProtKB	Q9LRR7	NCED3	GO:0009536	plastid	C
UniProtKB	Q9LRR7	NCED3	GO:0009507	chloroplast	C
UniProtKB	Q9LRR7	NCED3	GO:0045549	9-cis-epoxycarotenoid dioxygenase activity	F
UniProtKB	Q9LRR7	NCED3	GO:0042538	hyperosmotic salinity response	P
UniProtKB	Q9LRR7	NCED3	GO:0009414	response to water deprivation	P
UniProtKB	Q9LRR7	NCED3	GO:0006970	response to osmotic stress	P
UniProtKB	Q9LRR7	NCED3	GO:0009570	chloroplast stroma	C
UniProtKB	Q9LRR7	NCED3	GO:0009535	chloroplast thylakoid membrane	C
UniProtKB	Q9LRR7	NCED3	GO:0009688	abscisic acid biosynthetic process	P
UniProtKB	Q9LRR7	NCED3	GO:0045549	9-cis-epoxycarotenoid dioxygenase activity	F
UniProtKB	Q9LRR7	NCED3	GO:0045549	9-cis-epoxycarotenoid dioxygenase activity	F
UniProtKB	Q9LRR7	NCED3	GO:0009570	chloroplast stroma	C
UniProtKB	Q9LRR7	NCED3	GO:0009688	abscisic acid biosynthetic process	P
