GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	O64483	SIRK	GO:0005524	ATP binding	F
UniProtKB	O64483	SIRK	GO:0004672	protein kinase activity	F
UniProtKB	O64483	SIRK	GO:0006468	protein phosphorylation	P
UniProtKB	O64483	SIRK	GO:0016301	kinase activity	F
UniProtKB	O64483	SIRK	GO:0005524	ATP binding	F
UniProtKB	O64483	SIRK	GO:0016310	phosphorylation	P
UniProtKB	O64483	SIRK	GO:0006952	defense response	P
UniProtKB	O64483	SIRK	GO:0004674	protein serine/threonine kinase activity	F
UniProtKB	O64483	SIRK	GO:0016740	transferase activity	F
UniProtKB	O64483	SIRK	GO:0000166	nucleotide binding	F
UniProtKB	O64483	SIRK	GO:0016020	membrane	C
UniProtKB	O64483	SIRK	GO:0016021	integral component of membrane	C
UniProtKB	O64483	SIRK	GO:0042742	defense response to bacterium	P
UniProtKB	O64483	SIRK	GO:0005515	protein binding	F
UniProtKB	O64483	SIRK	GO:0005515	protein binding	F
UniProtKB	O64483	SIRK	GO:0005515	protein binding	F
UniProtKB	O64483	SIRK	GO:0005515	protein binding	F
UniProtKB	O64483	SIRK	GO:0016020	membrane	C
