GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9SB52	PUMP4	GO:0071422	succinate transmembrane transport	P
UniProtKB	Q9SB52	PUMP4	GO:0071423	malate transmembrane transport	P
UniProtKB	Q9SB52	PUMP4	GO:0035435	phosphate ion transmembrane transport	P
UniProtKB	Q9SB52	PUMP4	GO:0015141	succinate transmembrane transporter activity	F
UniProtKB	Q9SB52	PUMP4	GO:0015140	malate transmembrane transporter activity	F
UniProtKB	Q9SB52	PUMP4	GO:0015131	oxaloacetate transmembrane transporter activity	F
UniProtKB	Q9SB52	PUMP4	GO:0015117	thiosulfate transmembrane transporter activity	F
UniProtKB	Q9SB52	PUMP4	GO:0015116	sulfate transmembrane transporter activity	F
UniProtKB	Q9SB52	PUMP4	GO:0008272	sulfate transport	P
UniProtKB	Q9SB52	PUMP4	GO:0015709	thiosulfate transport	P
UniProtKB	Q9SB52	PUMP4	GO:0015729	oxaloacetate transport	P
UniProtKB	Q9SB52	PUMP4	GO:0015297	antiporter activity	F
UniProtKB	Q9SB52	PUMP4	GO:0055085	transmembrane transport	P
UniProtKB	Q9SB52	PUMP4	GO:0016020	membrane	C
UniProtKB	Q9SB52	PUMP4	GO:0005743	mitochondrial inner membrane	C
UniProtKB	Q9SB52	PUMP4	GO:0016021	integral component of membrane	C
UniProtKB	Q9SB52	PUMP4	GO:0005739	mitochondrion	C
UniProtKB	Q9SB52	PUMP4	GO:0005310	dicarboxylic acid transmembrane transporter activity	F
UniProtKB	Q9SB52	PUMP4	GO:0006839	mitochondrial transport	P
UniProtKB	Q9SB52	PUMP4	GO:0071456	cellular response to hypoxia	P
UniProtKB	Q9SB52	PUMP4	GO:0005743	mitochondrial inner membrane	C
UniProtKB	Q9SB52	PUMP4	GO:1902358	sulfate transmembrane transport	P
UniProtKB	Q9SB52	PUMP4	GO:1902356	oxaloacetate(2-) transmembrane transport	P
