GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9FIR9	LSU2	GO:0098869	cellular oxidant detoxification	P
UniProtKB	Q9FIR9	LSU2	GO:0006952	defense response	P
UniProtKB	Q9FIR9	LSU2	GO:0031347	regulation of defense response	P
UniProtKB	Q9FIR9	LSU2	GO:0009658	chloroplast organization	P
UniProtKB	Q9FIR9	LSU2	GO:0045893	positive regulation of transcription, DNA-templated	P
UniProtKB	Q9FIR9	LSU2	GO:0005515	protein binding	F
UniProtKB	Q9FIR9	LSU2	GO:0005515	protein binding	F
UniProtKB	Q9FIR9	LSU2	GO:0005515	protein binding	F
UniProtKB	Q9FIR9	LSU2	GO:0005515	protein binding	F
UniProtKB	Q9FIR9	LSU2	GO:0005515	protein binding	F
UniProtKB	Q9FIR9	LSU2	GO:0005515	protein binding	F
UniProtKB	Q9FIR9	LSU2	GO:0005515	protein binding	F
UniProtKB	Q9FIR9	LSU2	GO:0005515	protein binding	F
UniProtKB	Q9FIR9	LSU2	GO:0010438	cellular response to sulfur starvation	P
UniProtKB	Q9FIR9	LSU2	GO:0010438	cellular response to sulfur starvation	P
UniProtKB	Q9FIR9	LSU2	GO:0002229	defense response to oomycetes	P
UniProtKB	Q9FIR9	LSU2	GO:0047484	regulation of response to osmotic stress	P
UniProtKB	Q9FIR9	LSU2	GO:0009651	response to salt stress	P
UniProtKB	Q9FIR9	LSU2	GO:0042742	defense response to bacterium	P
