GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9LZP8	BZIP53	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9LZP8	BZIP53	GO:0006355	regulation of transcription, DNA-templated	P
UniProtKB	Q9LZP8	BZIP53	GO:0045893	positive regulation of transcription, DNA-templated	P
UniProtKB	Q9LZP8	BZIP53	GO:0000976	transcription regulatory region sequence-specific DNA binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9LZP8	BZIP53	GO:0005634	nucleus	C
UniProtKB	Q9LZP8	BZIP53	GO:0005634	nucleus	C
UniProtKB	Q9LZP8	BZIP53	GO:0003677	DNA binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0045735	nutrient reservoir activity	F
UniProtKB	Q9LZP8	BZIP53	GO:0045735	nutrient reservoir activity	F
UniProtKB	Q9LZP8	BZIP53	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9LZP8	BZIP53	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9LZP8	BZIP53	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9LZP8	BZIP53	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9LZP8	BZIP53	GO:0043565	sequence-specific DNA binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0005515	protein binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0009267	cellular response to starvation	P
UniProtKB	Q9LZP8	BZIP53	GO:0005634	nucleus	C
UniProtKB	Q9LZP8	BZIP53	GO:0006971	hypotonic response	P
UniProtKB	Q9LZP8	BZIP53	GO:0006971	hypotonic response	P
UniProtKB	Q9LZP8	BZIP53	GO:2000693	positive regulation of seed maturation	P
UniProtKB	Q9LZP8	BZIP53	GO:0043565	sequence-specific DNA binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0043565	sequence-specific DNA binding	F
UniProtKB	Q9LZP8	BZIP53	GO:0046982	protein heterodimerization activity	F
UniProtKB	Q9LZP8	BZIP53	GO:0046982	protein heterodimerization activity	F
UniProtKB	Q9LZP8	BZIP53	GO:0046982	protein heterodimerization activity	F
UniProtKB	Q9LZP8	BZIP53	GO:0045893	positive regulation of transcription, DNA-templated	P
UniProtKB	Q9LZP8	BZIP53	GO:0005634	nucleus	C
