GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9LPU6	IGMT3	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	F
UniProtKB	Q9LPU6	IGMT3	GO:0019438	aromatic compound biosynthetic process	P
UniProtKB	Q9LPU6	IGMT3	GO:0032259	methylation	P
UniProtKB	Q9LPU6	IGMT3	GO:0008171	O-methyltransferase activity	F
UniProtKB	Q9LPU6	IGMT3	GO:0008168	methyltransferase activity	F
UniProtKB	Q9LPU6	IGMT3	GO:0008171	O-methyltransferase activity	F
UniProtKB	Q9LPU6	IGMT3	GO:0046983	protein dimerization activity	F
UniProtKB	Q9LPU6	IGMT3	GO:0008168	methyltransferase activity	F
UniProtKB	Q9LPU6	IGMT3	GO:0032259	methylation	P
UniProtKB	Q9LPU6	IGMT3	GO:0016740	transferase activity	F
UniProtKB	Q9LPU6	IGMT3	GO:1990110	callus formation	P
