GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9SZT7	''cytochrome P450	GO:0016020	membrane	C
UniProtKB	Q9SZT7	''cytochrome P450	GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	F
UniProtKB	Q9SZT7	''cytochrome P450	GO:0005506	iron ion binding	F
UniProtKB	Q9SZT7	''cytochrome P450	GO:0020037	heme binding	F
UniProtKB	Q9SZT7	''cytochrome P450	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	F
UniProtKB	Q9SZT7	''cytochrome P450	GO:0004497	monooxygenase activity	F
UniProtKB	Q9SZT7	''cytochrome P450	GO:0016491	oxidoreductase activity	F
UniProtKB	Q9SZT7	''cytochrome P450	GO:0046872	metal ion binding	F
UniProtKB	Q9SZT7	''cytochrome P450	GO:0016020	membrane	C
UniProtKB	Q9SZT7	''cytochrome P450	GO:0016021	integral component of membrane	C
UniProtKB	Q9SZT7	''cytochrome P450	GO:0005783	endoplasmic reticulum	C
UniProtKB	Q9SZT7	''cytochrome P450	GO:0005783	endoplasmic reticulum	C
UniProtKB	Q9SZT7	''cytochrome P450	GO:0005886	plasma membrane	C
UniProtKB	Q9SZT7	''cytochrome P450	GO:0080167	response to karrikin	P
