GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	A0A1P8B4K5	RTL1	GO:0003723	RNA binding	F
UniProtKB	A0A1P8B4K5	RTL1	GO:0004525	ribonuclease III activity	F
UniProtKB	A0A1P8B4K5	RTL1	GO:0005737	cytoplasm	C
UniProtKB	A0A1P8B4K5	RTL1	GO:0005634	nucleus	C
UniProtKB	A0A1P8B4K5	RTL1	GO:0030422	production of siRNA involved in RNA interference	P
UniProtKB	A0A1P8B4K5	RTL1	GO:0004525	ribonuclease III activity	F
UniProtKB	A0A1P8B4K5	RTL1	GO:0006396	RNA processing	P
UniProtKB	A0A1P8B4K5	RTL1	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	P
UniProtKB	A0A1P8B4K5	RTL1	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	P
UniProtKB	A0A1P8B4K5	RTL1	GO:0090501	RNA phosphodiester bond hydrolysis	P
UniProtKB	A0A1P8B4K5	RTL1	GO:0090501	RNA phosphodiester bond hydrolysis	P
