GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9ZW31	HSP17.6B	GO:0009408	response to heat	P
UniProtKB	Q9ZW31	HSP17.6B	GO:0009651	response to salt stress	P
UniProtKB	Q9ZW31	HSP17.6B	GO:0043621	protein self-association	F
UniProtKB	Q9ZW31	HSP17.6B	GO:0042542	response to hydrogen peroxide	P
UniProtKB	Q9ZW31	HSP17.6B	GO:0006457	protein folding	P
UniProtKB	Q9ZW31	HSP17.6B	GO:0051259	protein complex oligomerization	P
UniProtKB	Q9ZW31	HSP17.6B	GO:0051082	unfolded protein binding	F
UniProtKB	Q9ZW31	HSP17.6B	GO:0005737	cytoplasm	C
UniProtKB	Q9ZW31	HSP17.6B	GO:0005737	cytoplasm	C
UniProtKB	Q9ZW31	HSP17.6B	GO:0006979	response to oxidative stress	P
UniProtKB	Q9ZW31	HSP17.6B	GO:0005737	cytoplasm	C
