GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9FFF6	At5g05600	GO:0051213	dioxygenase activity	F
UniProtKB	Q9FFF6	At5g05600	GO:0016491	oxidoreductase activity	F
UniProtKB	Q9FFF6	At5g05600	GO:0009813	flavonoid biosynthetic process	P
UniProtKB	Q9FFF6	At5g05600	GO:0016491	oxidoreductase activity	F
UniProtKB	Q9FFF6	At5g05600	GO:0046872	metal ion binding	F
UniProtKB	Q9FFF6	At5g05600	GO:0051213	dioxygenase activity	F
UniProtKB	Q9FFF6	At5g05600	GO:0005829	cytosol	C
UniProtKB	Q9FFF6	At5g05600	GO:0120091	jasmonic acid hydrolase	F
UniProtKB	Q9FFF6	At5g05600	GO:0120091	jasmonic acid hydrolase	F
UniProtKB	Q9FFF6	At5g05600	GO:0120091	jasmonic acid hydrolase	F
UniProtKB	Q9FFF6	At5g05600	GO:0097237	cellular response to toxic substance	P
UniProtKB	Q9FFF6	At5g05600	GO:0080167	response to karrikin	P
UniProtKB	Q9FFF6	At5g05600	GO:2000022	regulation of jasmonic acid mediated signaling pathway	P
