GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9LT96	At5g49770	GO:0005524	ATP binding	F
UniProtKB	Q9LT96	At5g49770	GO:0004672	protein kinase activity	F
UniProtKB	Q9LT96	At5g49770	GO:0006468	protein phosphorylation	P
UniProtKB	Q9LT96	At5g49770	GO:0016301	kinase activity	F
UniProtKB	Q9LT96	At5g49770	GO:0005524	ATP binding	F
UniProtKB	Q9LT96	At5g49770	GO:0016310	phosphorylation	P
UniProtKB	Q9LT96	At5g49770	GO:0004674	protein serine/threonine kinase activity	F
UniProtKB	Q9LT96	At5g49770	GO:0016740	transferase activity	F
UniProtKB	Q9LT96	At5g49770	GO:0000166	nucleotide binding	F
UniProtKB	Q9LT96	At5g49770	GO:0016020	membrane	C
UniProtKB	Q9LT96	At5g49770	GO:0016021	integral component of membrane	C
UniProtKB	Q9LT96	At5g49770	GO:0106310	protein serine kinase activity	F
UniProtKB	Q9LT96	At5g49770	GO:0106311	protein threonine kinase activity	F
UniProtKB	Q9LT96	At5g49770	GO:0009536	plastid	C
UniProtKB	Q9LT96	At5g49770	GO:0005515	protein binding	F
UniProtKB	Q9LT96	At5g49770	GO:0005515	protein binding	F
UniProtKB	Q9LT96	At5g49770	GO:0005515	protein binding	F
UniProtKB	Q9LT96	At5g49770	GO:0005515	protein binding	F
UniProtKB	Q9LT96	At5g49770	GO:0005515	protein binding	F
UniProtKB	Q9LT96	At5g49770	GO:0005515	protein binding	F
UniProtKB	Q9LT96	At5g49770	GO:0005515	protein binding	F
UniProtKB	Q9LT96	At5g49770	GO:0005515	protein binding	F
UniProtKB	Q9LT96	At5g49770	GO:0005515	protein binding	F
UniProtKB	Q9LT96	At5g49770	GO:0005515	protein binding	F
UniProtKB	Q9LT96	At5g49770	GO:0005515	protein binding	F
UniProtKB	Q9LT96	At5g49770	GO:0005515	protein binding	F
UniProtKB	Q9LT96	At5g49770	GO:0016020	membrane	C
UniProtKB	Q9LT96	At5g49770	GO:0106310	protein serine kinase activity	F
UniProtKB	Q9LT96	At5g49770	GO:0106311	protein threonine kinase activity	F
