GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9FH75	GLR1.3	GO:0005886	plasma membrane	C
UniProtKB	Q9FH75	GLR1.3	GO:0038023	signaling receptor activity	F
UniProtKB	Q9FH75	GLR1.3	GO:0015276	ligand-gated ion channel activity	F
UniProtKB	Q9FH75	GLR1.3	GO:0008066	glutamate receptor activity	F
UniProtKB	Q9FH75	GLR1.3	GO:0005262	calcium channel activity	F
UniProtKB	Q9FH75	GLR1.3	GO:0019722	calcium-mediated signaling	P
UniProtKB	Q9FH75	GLR1.3	GO:0006816	calcium ion transport	P
UniProtKB	Q9FH75	GLR1.3	GO:0005886	plasma membrane	C
UniProtKB	Q9FH75	GLR1.3	GO:0071230	cellular response to amino acid stimulus	P
UniProtKB	Q9FH75	GLR1.3	GO:0015276	ligand-gated ion channel activity	F
UniProtKB	Q9FH75	GLR1.3	GO:0016020	membrane	C
UniProtKB	Q9FH75	GLR1.3	GO:0006811	ion transport	P
UniProtKB	Q9FH75	GLR1.3	GO:0016020	membrane	C
UniProtKB	Q9FH75	GLR1.3	GO:0016021	integral component of membrane	C
UniProtKB	Q9FH75	GLR1.3	GO:0016020	membrane	C
UniProtKB	Q9FH75	GLR1.3	GO:0034220	ion transmembrane transport	P
UniProtKB	Q9FH75	GLR1.3	GO:0034220	ion transmembrane transport	P
UniProtKB	Q9FH75	GLR1.3	GO:0070588	calcium ion transmembrane transport	P
