GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9FYA2	WRKY75	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9FYA2	WRKY75	GO:0043565	sequence-specific DNA binding	F
UniProtKB	Q9FYA2	WRKY75	GO:0006355	regulation of transcription, DNA-templated	P
UniProtKB	Q9FYA2	WRKY75	GO:0005634	nucleus	C
UniProtKB	Q9FYA2	WRKY75	GO:0003677	DNA binding	F
UniProtKB	Q9FYA2	WRKY75	GO:0048527	lateral root development	P
UniProtKB	Q9FYA2	WRKY75	GO:0000122	negative regulation of transcription by RNA polymerase II	P
UniProtKB	Q9FYA2	WRKY75	GO:0005634	nucleus	C
UniProtKB	Q9FYA2	WRKY75	GO:0005634	nucleus	C
UniProtKB	Q9FYA2	WRKY75	GO:0005634	nucleus	C
UniProtKB	Q9FYA2	WRKY75	GO:0032107	regulation of response to nutrient levels	P
UniProtKB	Q9FYA2	WRKY75	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9FYA2	WRKY75	GO:0003700	DNA-binding transcription factor activity	F
UniProtKB	Q9FYA2	WRKY75	GO:0000976	transcription regulatory region sequence-specific DNA binding	F
UniProtKB	Q9FYA2	WRKY75	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	F
UniProtKB	Q9FYA2	WRKY75	GO:0010055	atrichoblast differentiation	P
UniProtKB	Q9FYA2	WRKY75	GO:0043620	regulation of DNA-templated transcription in response to stress	P
UniProtKB	Q9FYA2	WRKY75	GO:0005515	protein binding	F
UniProtKB	Q9FYA2	WRKY75	GO:0005634	nucleus	C
